主导申请人名称,统一社会信用代码,申请人城市,当前权利人,专利数,IPC主分类号数,首次申请年份,最近申请年份,主体类型判断,是否广东样本城市,是否头部关键词命中,推荐补录优先级,补录建议
江苏新杰智科技有限责任公司,91320508MA225LGH8E,苏州,江苏新杰智科技有限责任公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏新裕盛电子智能科技有限公司,91320322MAD3JC1D22,徐州,江苏新裕盛电子智能科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏方天电力技术有限公司,913200007780448133; 12100000466006826U; 91320000134766570R,南京,江苏方天电力技术有限公司; 南京航空航天大学; 国网江苏省电力有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏方天电力技术有限公司,913200007780448133; 91320000134766570R,南京,江苏方天电力技术有限公司; 国网江苏省电力有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏方天电力技术有限公司,913200007780448133; 913200005737881574; 91320000134766570R,南京,江苏方天电力技术有限公司; 国网江苏省电力有限公司电力科学研究院; 国网江苏省电力有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏方天电力技术有限公司,913200007780448133; 91320100733144888A; 91320000134766570R,南京,江苏方天电力技术有限公司; 国网江苏省电力有限公司南京供电分公司; 国网江苏省电力有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
江苏方天电力技术有限公司,913200007780448133; 91320106MA2621TUXT; 91320000134766570R,南京,江苏方天电力技术有限公司; 国网江苏省电力有限公司双创中心; 国网江苏省电力有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
江苏方天电力技术有限公司,913200007780448133; 91320300834754319W; 91320000134766570R,南京,江苏方天电力技术有限公司; 国网江苏省电力有限公司徐州供电分公司; 国网江苏省电力有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏方天电力技术有限公司,913200007780448133; 91320400834754220H,南京,江苏方天电力技术有限公司; 国网江苏省电力有限公司常州供电分公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
江苏方天电力技术有限公司,913200007780448133; 91320400834754220H; 91320000134766570R,南京,江苏方天电力技术有限公司; 国网江苏省电力有限公司常州供电分公司; 国网江苏省电力有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
江苏方洋智能科技有限公司,913207003140777051,连云港,江苏方洋智能科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏日盈电子股份有限公司,91320400703644654M,常州,江苏日盈电子股份有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
江苏星河空间科技有限公司,91320508MACAAHYEXF,苏州,江苏星河空间科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏星湖科技有限公司,91320106663761927H,南京,江苏星湖科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏星湖科技有限公司,91320106663761927H; 91330113MA7BX4K24N,南京,江苏星湖科技有限公司; 国网浙江省电力有限公司杭州市临平区供电公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏晓宇水利建设有限公司,91321302759656654F,盐城,江苏晓宇水利建设有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏景行物元科技有限公司,91320100339300176C,南京,江苏景行物元科技有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
江苏晶茂新能源建设有限公司,91321283MA25B6LW7Y,常州,江苏晶茂新能源建设有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏智屯达车载系统有限公司,91320117576694631G,南京,江苏智屯达车载系统有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏智来数字科技有限公司,91320508MA1MBUKF0G,苏州,江苏智来数字科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏核电有限公司,91320700138970480K,连云港,江苏核电有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
江苏氢太新能源有限公司,91321181MABR34FK89,镇江,江苏氢太新能源有限公司,1,1,2017,2017,企业,否,否,P3-候选观察,建议补录进企业主表
江苏氢枫能源装备有限公司,; 91310120MA1HKWR7XH,南通,江苏氢枫能源装备有限公司; 上海氢枫能源技术有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
江苏水杉建筑工程有限公司,913201143393268351,南京,江苏水杉建筑工程有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏沃得高新农业装备有限公司,91321112MA1TBQHG5D,镇江,江苏沃得高新农业装备有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏泽宇智能电力股份有限公司,91320600585592266C,南通,江苏泽宇智能电力股份有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏浩钠新能源科技有限公司,91320902MAC52NB746,盐城,江苏浩钠新能源科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏海疆空天科技有限公司,91320413MACTPBXG2W,常州,江苏海疆空天科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏海龙风电科技股份有限公司,,南通,江苏海龙风电科技股份有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏润扬交通工程集团有限公司,913210007293178383,扬州,江苏润扬交通工程集团有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏润翔软件技术有限公司,91321283MA22WF4J9W,泰州,浙江翔龙航空科技有限公司,1,1,2018,2018,企业,否,否,P3-候选观察,建议补录进企业主表
江苏深蓝航天有限公司,91110108MA009TUP0W,南通,江苏深蓝航天有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏港安消防科技有限公司,91320700MA1Q1UYA8K,连云港,江苏港安消防科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏满江春城市规划设计研究有限责任公司,91321100MA1MAY1P7A,镇江,江苏满江春城市规划设计研究有限责任公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏濠汉信息技术有限公司,91320612564302610J,南通,江苏濠汉信息技术有限公司,1,1,2019,2019,企业,否,否,P3-候选观察,建议补录进企业主表
江苏瑞仕达电气设备有限公司,91321281MA1R67KE7U,泰州,江苏瑞仕达电气设备有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏瑞驰博通通信科技股份有限公司,9132019106262226XG,南京,江苏瑞驰博通通信科技股份有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏瑾轩科技有限公司,91320600MAD1NQ0326,南通,江苏瑾轩科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏电力信息技术有限公司,913200007205791451,南京,江苏电力信息技术有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏电百达智能科技有限公司,91320583MA22FDC817,苏州,江苏电百达智能科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏盛海智能科技有限公司,91320582MA1MB2T92Q,苏州,江苏盛海智能科技有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
江苏省徐州大华种业有限公司,91320301134787910Y,徐州,江苏省徐州大华种业有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏省环保集团盐城有限公司,91320902MAC7CYYL1J,盐城,江苏省环保集团盐城有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏省环境工程技术有限公司,91320000MA22C9L494,南京,江苏省环境工程技术有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
江苏省苏信工程咨询有限公司,91320115698389037L,南京,江苏省苏信工程咨询有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏省送变电有限公司,91320000134753956K,南京,江苏省送变电有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏省送变电有限公司,91320000134753956K; 91320000134766570R,南京,江苏省送变电有限公司; 国网江苏省电力有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
江苏省送变电有限公司,91320000134753956K; 91320000134766570R; 9111000071093123XX,南京,江苏省送变电有限公司; 国网江苏省电力有限公司; 国家电网有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
江苏神工无人机系统科技有限公司,91320600MACL3R4T0D,南通,江苏神工无人机系统科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏禹迪斯机械设备有限公司,,南京,江苏禹迪斯机械设备有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏科学梦创展科技有限公司,91320106MA1MTN7G5B,淮安,江苏科学梦创展科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏科微新能源科技有限公司,91320281MAC66HC691,无锡,江苏科微新能源科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏红翼安防科技有限公司,91320214MA1MEWPR2C,无锡,江苏红翼安防科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏绘疆科技发展有限公司,91320213MA20JR753T,无锡,江苏绘疆科技发展有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏美意浓科技有限公司,91320913MA1XBDAN6J,盐城,江苏美意浓科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏翔龙智能装备科技有限公司,91321204MA26QLGB7M; 91320118571565195K,泰州,江苏翔龙智能装备科技有限公司; 江苏海宇航务工程有限公司,1,1,2018,2018,企业,否,否,P3-候选观察,建议补录进企业主表
江苏翼电科技有限公司,91320205MA231DXC2N,无锡,江苏翼电科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏聚烽新能源科技有限公司,91320412MABR2UK282,常州,江苏聚烽新能源科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏腾海自动化设备有限公司,,常州,江苏腾海自动化设备有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏航天大为科技股份有限公司,913202002505297757,无锡,江苏航天大为科技股份有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏航空产业集团有限责任公司,; 12100000466000264C,南京,江苏航空产业集团有限责任公司; 水利部交通运输部国家能源局南京水利科学研究院,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏芯灵智能科技有限公司,91321391MA20J3C171,宿迁,江苏芯灵智能科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏苏亿盟智能科技有限公司,91320324MA27Q2GM65,徐州,江苏苏亿盟智能科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏苏展智能工程有限公司,,盐城,江苏苏展智能工程有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏若藤煊科技有限公司,91320191MA1XC2FK93,南京,江苏若藤煊科技有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
江苏英拓动力科技有限公司,91320481MA25FXGC7X,常州,江苏英拓动力科技有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
江苏茂源电气有限公司,,盐城,江苏茂源电气有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏莳光地理信息科技有限公司,91320693MACWWT7M60,南通,江苏莳光地理信息科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏蓝创智能科技股份有限公司,91320200689625325C,无锡,江苏蓝创智能科技股份有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
江苏衍航航空科技有限公司,91320682MADL219P50,南通,江苏衍航航空科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏赛卓供水设备有限公司,913209253138200858,盐城,江苏赛卓供水设备有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏赛拉弗电力发展有限公司,913204120941593611,常州,江苏赛拉弗电力发展有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏起风电力科技有限公司,91320115MA1MQBDK7Q,南京,江苏起风电力科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏超恒装备制造有限公司,,泰州,江苏超恒装备制造有限公司,1,1,2020,2020,企业,否,否,P3-候选观察,建议补录进企业主表
江苏蹈海科技有限公司,91320621MA25489W8A,南通,国网黑龙江省电力有限公司经济技术研究院,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
江苏迈吉易威电动科技有限公司,91320104MA1X8X0Q5T,南京,江苏迈吉易威电动科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏鑫业智慧技术有限公司,91320681MACQRPD27X,南通,江苏鑫业智慧技术有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏鑫佑鹏科技有限公司,91320804MACDXN7H7G,淮安,江苏鑫佑鹏科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏鑫辰通信有限公司,91320682668967721Y,南通,江苏鑫辰通信有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
